fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,quality,alcohol_level_bajo,alcohol_level_medio,alcohol_level_muy_alto
0.45588235294117674,0.2810810810810811,0.06024096385542169,0.04447852760736197,0.14227642276422764,0.12875536480686695,0.1894736842105263,0.1270483902062871,0.21782178217821757,0.22077922077922085,5,False,True,False
0.5588235294117648,0.17297297297297298,0.1746987951807229,0.2254601226993865,0.14227642276422764,0.31759656652360513,0.6491228070175439,0.21380374011953052,0.26732673267326756,0.3246753246753247,7,False,True,False
0.30882352941176483,0.21621621621621628,0.31325301204819284,0.06748466257668712,0.2804878048780488,0.24034334763948495,0.456140350877193,0.15095430884904815,0.3069306930693072,0.18181818181818182,6,True,False,False
0.47058823529411786,0.4,0.14457831325301204,0.03220858895705522,0.12601626016260165,0.18884120171673818,0.2736842105263158,0.02911123963755813,0.1485148514851482,0.2077922077922078,8,False,False,True
0.5000000000000001,0.15135135135135136,0.22289156626506026,0.21012269938650308,0.21951219512195122,0.3948497854077253,0.6385964912280702,0.20609215346057397,0.0990099009900991,0.2077922077922078,6,True,False,False
0.4411764705882354,0.1837837837837838,0.14457831325301204,0.018404907975460124,0.17886178861788618,0.034334763948497854,0.3929824561403509,0.11355311355311315,0.4356435643564356,0.6233766233766234,5,False,False,False
0.485294117647059,0.1837837837837838,0.2349397590361446,0.28144171779141103,0.11788617886178862,0.34334763948497854,0.512280701754386,0.24657798342008874,0.17821782178217838,0.3246753246753247,6,True,False,False
0.41176470588235314,0.14054054054054055,0.21686746987951808,0.12193251533742333,0.04471544715447156,0.15450643776824036,0.27017543859649124,0.08386350491613825,0.39603960396039595,0.0,7,False,False,True
0.42647058823529427,0.17297297297297298,0.24096385542168677,0.018404907975460124,0.15447154471544716,0.27467811158798283,0.3368421052631579,0.055716213610949694,0.3366336633663365,0.35064935064935066,8,False,False,False
0.3970588235294119,0.24864864864864866,0.16867469879518077,0.012269938650306747,0.10569105691056913,0.22317596566523606,0.34385964912280703,0.02409870830923566,0.2079207920792081,0.23376623376623384,6,False,False,True
0.5000000000000001,0.15135135135135136,0.30120481927710846,0.20092024539877298,0.1626016260162602,0.463519313304721,0.6315789473684211,0.23693850009639306,0.44554455445544594,0.5714285714285715,6,True,False,False
0.36764705882352955,0.1945945945945946,0.25903614457831325,0.18404907975460122,0.0975609756097561,0.5321888412017167,0.7754385964912281,0.19838056680161742,0.2871287128712874,0.2077922077922078,5,True,False,False
